Index	Verb	Class number	Class example	Stem	Regularity	Regular category	Phonological marker	Morphological marker	Comment	
2996	տպաւորել	2	քաղել	տպաւոր	Regular	E-Class	C-initial	-ել		
2997	տպել	2	քաղել	տպ	Regular	E-Class	C-initial	-ել		
2998	տպուիլ	4	խօսիլ	տպ	Regular	Passive	C-initial	-իլ		
2999	տռտռալ	6	կարդալ	տռտռ	Regular	A-Class	C-initial	-ալ		
3000	տրամաբանել	2	քաղել	տրամաբան	Regular	E-Class	C-initial	-ել		
3001	տրամադրել	2	քաղել	տրամադր	Regular	E-Class	C-initial	-ել		
3002	տրիզել	2	քաղել	տրիզ	Regular	E-Class	C-initial	-ել		
3003	տրոհել	2	քաղել	տրոհ	Regular	E-Class	C-initial	-ել		
3004	տրորել	2	քաղել	տրոր	Regular	E-Class	C-initial	-ել		
3005	տրորուիլ	4	խօսիլ	տրոր	Regular	Passive	C-initial	-իլ		
3006	տրոփել	2	քաղել	տրոփ	Regular	E-Class	C-initial	-ել		
3007	տրտմեցնել	10	մօտեցնել	տրտմե	Regular	Causative	C-initial	-ցնել		
3008	տրտմիլ	4	խօսիլ	տրտմ	Regular	I-Class	C-initial	-իլ		
3009	տրտնջալ	6	կարդալ	տրտնջ	Regular	A-Class	C-initial	-ալ		
3010	տփել	2	քաղել	տփ	Regular	E-Class	C-initial	-ել		
3011	տքալ	6	կարդալ	տք	Regular	A-Class	C-initial	-ալ		
3012	տքնիլ	4	խօսիլ	տքն	Regular	I-Class	C-initial	-իլ		
3013	տօնել	2	քաղել	տօն	Regular	E-Class	C-initial	-ել		
3014	րախանալ	20	նիհարնալ	րախ	Regular	Inchoative	C-initial	-նալ		
3015	րնդարմանալ	20	նիհարնալ	րնդարմ	Regular	Inchoative	C-initial	-նալ		
3016	ցաթել	2	քաղել	ցաթ	Regular	E-Class	C-initial	-ել		
3017	ցածնալ	20	նիհարնալ	ցած	Regular	Inchoative	C-initial	-նալ		
3018	ցածցնել	10	մօտեցնել	ցած	Regular	Causative	C-initial	-ցնել		
3019	ցամքեցնել	10	մօտեցնել	ցամքե	Regular	Causative	C-initial	-ցնել		
3020	ցամքիլ	4	խօսիլ	ցամք	Regular	I-Class	C-initial	-իլ		
3021	ցայել	2	քաղել	ցայ	Regular	E-Class	C-initial	-ել		
3022	ցայտել	2	քաղել	ցայտ	Regular	E-Class	C-initial	-ել		
3023	ցայտեցնել	10	մօտեցնել	ցայտե	Regular	Causative	C-initial	-ցնել		
3024	ցանել	2	քաղել	ցան	Regular	E-Class	C-initial	-ել		
3025	ցանկագրել	2	քաղել	ցանկագր	Regular	E-Class	C-initial	-ել		
3026	ցանկալ	6	կարդալ	ցանկ	Regular	A-Class	C-initial	-ալ		
3027	ցատկել	2	քաղել	ցատկ	Regular	E-Class	C-initial	-ել		
3028	ցատկեցնել	10	մօտեցնել	ցատկե	Regular	Causative	C-initial	-ցնել		
3029	ցատկռտել	2	քաղել	ցատկռտ	Regular	E-Class	C-initial	-ել		
3030	ցաւակցիլ	4	խօսիլ	ցաւակց	Regular	I-Class	C-initial	-իլ		
3031	ցաւիլ	4	խօսիլ	ց	Regular	Passive	C-initial	-իլ		
3032	ցաւցնել	10	մօտեցնել	ցաւ	Regular	Causative	C-initial	-ցնել		
3033	ցաքանել	2	քաղել	ցաքան	Regular	E-Class	C-initial	-ել		
3034	ցելել	2	քաղել	ցել	Regular	E-Class	C-initial	-ել		
3035	ցկնիլ	4	խօսիլ	ցկն	Regular	I-Class	C-initial	-իլ		
3036	ցնդեցնել	10	մօտեցնել	ցնդե	Regular	Causative	C-initial	-ցնել		
3037	ցնդիլ	4	խօսիլ	ցնդ	Regular	I-Class	C-initial	-իլ		
3038	ցնծալ	6	կարդալ	ցնծ	Regular	A-Class	C-initial	-ալ		
3039	ցնկնիլ	4	խօսիլ	ցնկն	Regular	I-Class	C-initial	-իլ		
3040	ցնորիլ	4	խօսիլ	ցնոր	Regular	I-Class	C-initial	-իլ		
3041	ցնցել	2	քաղել	ցնց	Regular	E-Class	C-initial	-ել		
3042	ցոլալ	6	կարդալ	ցոլ	Regular	A-Class	C-initial	-ալ		
3043	ցոլանալ	20	նիհարնալ	ցոլ	Regular	Inchoative	C-initial	-նալ		
3044	ցոլացնել	10	մօտեցնել	ցոլա	Regular	Causative	C-initial	-ցնել		
3045	ցուցադրել	2	քաղել	ցուցադր	Regular	E-Class	C-initial	-ել		
3046	ցուցակագրել	2	քաղել	ցուցակագր	Regular	E-Class	C-initial	-ել		
3047	ցուցնել	10	մօտեցնել	ցու	Regular	Causative	C-initial	-ցնել		
3048	ցրել	2	քաղել	ցր	Regular	E-Class	C-initial	-ել		
3049	ցրուել	2	քաղել	ցրու	Regular	E-Class	C-initial	-ել		
3050	ցրուիլ	4	խօսիլ	ցր	Regular	Passive	C-initial	-իլ		
3051	ցրտանալ	20	նիհարնալ	ցրտ	Regular	Inchoative	C-initial	-նալ		
3052	ցրտացնել	10	մօտեցնել	ցրտա	Regular	Causative	C-initial	-ցնել		
3053	ցրտել	2	քաղել	ցրտ	Regular	E-Class	C-initial	-ել		
3054	ցցել	2	քաղել	ցց	Regular	E-Class	C-initial	-ել		
3055	ցցուիլ	4	խօսիլ	ցց	Regular	Passive	C-initial	-իլ		
3056	ցօղել	2	քաղել	ցօղ	Regular	E-Class	C-initial	-ել		
3057	ցօղուել	4	խօսիլ	ցօղ	Regular	Passive	C-initial	-իլ		
3058	փաթթել	2	քաղել	փաթթ	Regular	E-Class	C-initial	-ել		
3059	փաթթուիլ	4	խօսիլ	փաթթ	Regular	Passive	C-initial	-իլ		
3060	փալփլիլ	4	խօսիլ	փալփլ	Regular	I-Class	C-initial	-իլ		
3061	փախիլ	44	դպչիլ/դպիլ	փախ	Irregular			-չիլ/-իլ		
3062	փախչիլ	26	դպչիլ/դպիլ	փախ	Irregular			-չիլ/-իլ		
3063	փախցնել	10	մօտեցնել	փախ	Regular	Causative	C-initial	-ցնել		
3064	փակել	2	քաղել	փակ	Regular	E-Class	C-initial	-ել		
3065	փակիլ	44	դպչիլ/դպիլ	փակ	Irregular			-չիլ/-իլ		
3066	փակուիլ	4	խօսիլ	փակ	Regular	Passive	C-initial	-իլ		
3067	փակչիլ	26	դպչիլ/դպիլ	փակ	Irregular			-չիլ/-իլ		
3068	փակցնել	10	մօտեցնել	փակ	Regular	Causative	C-initial	-ցնել		
3069	փաղաղել	2	քաղել	փաղաղ	Regular	E-Class	C-initial	-ել		
3070	փաղաքշել	2	քաղել	փաղաքշ	Regular	E-Class	C-initial	-ել		
3071	փաղփիլ	4	խօսիլ	փաղփ	Regular	I-Class	C-initial	-իլ		
3072	փայել	2	քաղել	փայ	Regular	E-Class	C-initial	-ել		
3073	փայլատակել	2	քաղել	փայլատակ	Regular	E-Class	C-initial	-ել		
3074	փայլեցնել	10	մօտեցնել	փայլե	Regular	Causative	C-initial	-ցնել		
3075	փայլիլ	4	խօսիլ	փայլ	Regular	I-Class	C-initial	-իլ		
3076	փայլփլիլ	4	խօսիլ	փայլփլ	Regular	I-Class	C-initial	-իլ		
3077	փայտանալ	20	նիհարնալ	փայտ	Regular	Inchoative	C-initial	-նալ		
3078	փայփայել	2	քաղել	փայփայ	Regular	E-Class	C-initial	-ել		
3079	փառաբանել	20	նիհարնալ	փառաբ	Regular	Inchoative	C-initial	-նալ		
3080	փառաւորել	2	քաղել	փառաւոր	Regular	E-Class	C-initial	-ել		
3081	փաստարկել	2	քաղել	փաստարկ	Regular	E-Class	C-initial	-ել		
3082	փաստել	2	քաղել	փաստ	Regular	E-Class	C-initial	-ել		
3083	փարատել	2	քաղել	փարատ	Regular	E-Class	C-initial	-ել		
3084	փարատիլ	4	խօսիլ	փարատ	Regular	I-Class	C-initial	-իլ		
3085	փարել	2	քաղել	փար	Regular	E-Class	C-initial	-ել		
3086	փարիլ	4	խօսիլ	փար	Regular	I-Class	C-initial	-իլ		
3087	փափաքիլ	4	խօսիլ	փափաք	Regular	I-Class	C-initial	-իլ		
3088	փեճեկել	2	քաղել	փեճեկ	Regular	E-Class	C-initial	-ել		
3089	փեռեկել	2	քաղել	փեռեկ	Regular	E-Class	C-initial	-ել		
3090	փեռեկիլ	4	խօսիլ	փեռեկ	Regular	I-Class	C-initial	-իլ		
3091	փեռեկտել	2	քաղել	փեռեկտ	Regular	E-Class	C-initial	-ել		
3092	փեռեկտիլ	4	խօսիլ	փեռեկտ	Regular	I-Class	C-initial	-իլ		
3093	փեսայանալ	20	նիհարնալ	փեսայ	Regular	Inchoative	C-initial	-նալ		
3094	փեսայացնել	10	մօտեցնել	փեսայա	Regular	Causative	C-initial	-ցնել		
3095	փետել	2	քաղել	փետ	Regular	E-Class	C-initial	-ել		
3096	փետտել	2	քաղել	փետտ	Regular	E-Class	C-initial	-ել		
3097	փերթել	2	քաղել	փերթ	Regular	E-Class	C-initial	-ել		
3098	փթթեցնել	10	մօտեցնել	փթթե	Regular	Causative	C-initial	-ցնել		
3099	փթթիլ	4	խօսիլ	փթթ	Regular	I-Class	C-initial	-իլ		
3100	փիլիսոփայել	2	քաղել	փիլիսոփայ	Regular	E-Class	C-initial	-ել		
3101	փլել	2	քաղել	փլ	Regular	E-Class	C-initial	-ել		
3102	փլիլ	44	դպչիլ/դպիլ	փլ	Irregular			-չիլ/-իլ		
3103	փլչիլ	26	դպչիլ/դպիլ	փլ	Irregular			-չիլ/-իլ		
3104	փլցնել	10	մօտեցնել	փլ	Regular	Causative	C-initial	-ցնել		
3105	փղձկիլ	4	խօսիլ	փղձկ	Regular	I-Class	C-initial	-իլ		
3106	փճանալ	20	նիհարնալ	փճ	Regular	Inchoative	C-initial	-նալ		
3107	փճացնել	10	մօտեցնել	փճա	Regular	Causative	C-initial	-ցնել		
3108	փնչել	2	քաղել	փնչ	Regular	E-Class	C-initial	-ել		
3109	փնտռել	2	քաղել	փնտռ	Regular	E-Class	C-initial	-ել		
3110	փշրել	2	քաղել	փշր	Regular	E-Class	C-initial	-ել		
3111	փոթել	2	քաղել	փոթ	Regular	E-Class	C-initial	-ել		
3112	փոթիլ	4	խօսիլ	փոթ	Regular	I-Class	C-initial	-իլ		
3113	փոխադարձել	2	քաղել	փոխադարձ	Regular	E-Class	C-initial	-ել		
3114	փոխադրել	2	քաղել	փոխադր	Regular	E-Class	C-initial	-ել		
3115	փոխադրուիլ	4	խօսիլ	փոխադր	Regular	Passive	C-initial	-իլ		
3116	փոխակերպել	2	քաղել	փոխակերպ	Regular	E-Class	C-initial	-ել		
3117	փոխանակել	2	քաղել	փոխանակ	Regular	E-Class	C-initial	-ել		
3118	փոխանցագրել	2	քաղել	փոխանցագր	Regular	E-Class	C-initial	-ել		
3119	փոխանցել	2	քաղել	փոխանց	Regular	E-Class	C-initial	-ել		
3120	փոխարինել	2	քաղել	փոխարին	Regular	E-Class	C-initial	-ել		
3121	փոխարկել	2	քաղել	փոխարկ	Regular	E-Class	C-initial	-ել		
3122	փոխել	2	քաղել	փոխ	Regular	E-Class	C-initial	-ել		
3123	փոխուիլ	4	խօսիլ	փոխ	Regular	Passive	C-initial	-իլ		
3124	փողոտել	2	քաղել	փողոտ	Regular	E-Class	C-initial	-ել		
3125	փողփողիլ	4	խօսիլ	փողփող	Regular	I-Class	C-initial	-իլ		
3126	փոճոկել	2	քաղել	փոճոկ	Regular	E-Class	C-initial	-ել		
3127	փոշիանալ	20	նիհարնալ	փոշի	Regular	Inchoative	C-initial	-նալ		
3128	փոշիացնել	10	մօտեցնել	փոշիա	Regular	Causative	C-initial	-ցնել		
3129	փորագրել	2	քաղել	փորագր	Regular	E-Class	C-initial	-ել		
3130	փորել	2	քաղել	փոր	Regular	E-Class	C-initial	-ել		
3131	փորձարկել	2	քաղել	փորձարկ	Regular	E-Class	C-initial	-ել		
3132	փորձել	2	քաղել	փորձ	Regular	E-Class	C-initial	-ել		
3133	փորձուիլ	4	խօսիլ	փորձ	Regular	Passive	C-initial	-իլ		
3134	փութալ	6	կարդալ	փութ	Regular	A-Class	C-initial	-ալ		
3135	փութացնել	10	մօտեցնել	փութա	Regular	Causative	C-initial	-ցնել		
3136	փոփոխել	2	քաղել	փոփոխ	Regular	E-Class	C-initial	-ել		
3137	փոքրանալ	20	նիհարնալ	փոքր	Regular	Inchoative	C-initial	-նալ		
3138	փոքրացնել	10	մօտեցնել	փոքրա	Regular	Causative	C-initial	-ցնել		
3139	փչել	2	քաղել	փչ	Regular	E-Class	C-initial	-ել		
3140	փռել	2	քաղել	փռ	Regular	E-Class	C-initial	-ել		
3141	փռնգալ	6	կարդալ	փռնգ	Regular	A-Class	C-initial	-ալ		
3142	փռնգտալ	6	կարդալ	փռնգտ	Regular	A-Class	C-initial	-ալ		
3143	փռուիլ	4	խօսիլ	փռ	Regular	Passive	C-initial	-իլ		
3144	փսխել	2	քաղել	փսխ	Regular	E-Class	C-initial	-ել		
3145	փսորել	2	քաղել	փսոր	Regular	E-Class	C-initial	-ել		
3146	փսորիլ	4	խօսիլ	փսոր	Regular	I-Class	C-initial	-իլ		
3147	փսրտալ	6	կարդալ	փսրտ	Regular	A-Class	C-initial	-ալ		
3148	փսփսալ	6	կարդալ	փսփս	Regular	A-Class	C-initial	-ալ		
3149	փտիլ	6	կարդալ	փտ	Regular	A-Class	C-initial	-ալ		
3150	փրթիլ	56	նստիլ	փրթ	Irregular			-իլ		
3151	փրկագործել	2	քաղել	փրկագործ	Regular	E-Class	C-initial	-ել		
3152	փրկել	2	քաղել	փրկ	Regular	E-Class	C-initial	-ել		
3153	փրկուիլ	4	խօսիլ	փրկ	Regular	Passive	C-initial	-իլ		
3154	փրցնել	10	մօտեցնել	փր	Regular	Causative	C-initial	-ցնել		
3155	փրփրեցնել	10	մօտեցնել	փրփրե	Regular	Causative	C-initial	-ցնել		
3156	փրփրիլ	4	խօսիլ	փրփր	Regular	I-Class	C-initial	-իլ		
3157	փքալ	6	կարդալ	փք	Regular	A-Class	C-initial	-ալ		
3158	փքանալ	20	նիհարնալ	փք	Regular	Inchoative	C-initial	-նալ		
3159	փքացնել	10	մօտեցնել	փքա	Regular	Causative	C-initial	-ցնել		
3160	փքուիլ	4	խօսիլ	փք	Regular	Passive	C-initial	-իլ		
3161	քալել	2	քաղել	քալ	Regular	E-Class	C-initial	-ել		
3162	քակել	2	քաղել	քակ	Regular	E-Class	C-initial	-ել		
3163	քակուիլ	4	խօսիլ	քակ	Regular	Passive	C-initial	-իլ		
3164	քակտել	2	քաղել	քակտ	Regular	E-Class	C-initial	-ել		
3165	քահանայանալ	20	նիհարնալ	քահանայ	Regular	Inchoative	C-initial	-նալ		
3166	քաղաքակրթել	2	քաղել	քաղաքակրթ	Regular	E-Class	C-initial	-ել		
3167	քաղաքակրթուիլ	4	խօսիլ	քաղաքակրթ	Regular	Passive	C-initial	-իլ		
3168	քաղել	2	քաղել	քաղ	Regular	E-Class	C-initial	-ել		
3169	քաղցրանալ	20	նիհարնալ	քաղցր	Regular	Inchoative	C-initial	-նալ		
3170	քաղցրացնել	10	մօտեցնել	քաղցրա	Regular	Causative	C-initial	-ցնել		
3171	քամահրել	2	քաղել	քամահր	Regular	E-Class	C-initial	-ել		
3172	քամել	2	քաղել	քամ	Regular	E-Class	C-initial	-ել		
3173	քայքայել	2	քաղել	քայքայ	Regular	E-Class	C-initial	-ել		
3174	քայքայուիլ	4	խօսիլ	քայքայ	Regular	Passive	C-initial	-իլ		
3175	քանդակել	2	քաղել	քանդակ	Regular	E-Class	C-initial	-ել		
3176	քանդել	2	քաղել	քանդ	Regular	E-Class	C-initial	-ել		
3177	քանդուիլ	4	խօսիլ	քանդ	Regular	Passive	C-initial	-իլ		
3178	քաշել	2	քաղել	քաշ	Regular	E-Class	C-initial	-ել		
3179	քաշկռտել	2	քաղել	քաշկռտ	Regular	E-Class	C-initial	-ել		
3180	քաշուիլ	4	խօսիլ	քաշ	Regular	Passive	C-initial	-իլ		
3181	քաշքշել	2	քաղել	քաշքշ	Regular	E-Class	C-initial	-ել		
3182	քաջալերել	2	քաղել	քաջալեր	Regular	E-Class	C-initial	-ել		
3183	քաջալերուիլ	4	խօսիլ	քաջալեր	Regular	Passive	C-initial	-իլ		
3184	քառապատկել	2	քաղել	քառապատկ	Regular	E-Class	C-initial	-ել		
3185	քասքնիլ	4	խօսիլ	քասքն	Regular	I-Class	C-initial	-իլ		
3186	քարանալ	20	նիհարնալ	քար	Regular	Inchoative	C-initial	-նալ		
3187	քարացնել	10	մօտեցնել	քարա	Regular	Causative	C-initial	-ցնել		
3188	քարկոծել	2	քաղել	քարկոծ	Regular	E-Class	C-initial	-ել		
3189	քարկոծուիլ	4	խօսիլ	քարկոծ	Regular	Passive	C-initial	-իլ		
3190	քարոզել	2	քաղել	քարոզ	Regular	E-Class	C-initial	-ել		
3191	քացխեցնել	10	մօտեցնել	քացխե	Regular	Causative	C-initial	-ցնել		
3192	քացխիլ	4	խօսիլ	քացխ	Regular	I-Class	C-initial	-իլ		
3193	քաւել	2	քաղել	քաւ	Regular	E-Class	C-initial	-ել		
3194	քերել	2	քաղել	քեր	Regular	E-Class	C-initial	-ել		
3195	քերթել	2	քաղել	քերթ	Regular	E-Class	C-initial	-ել		
3196	քերծել	2	քաղել	քերծ	Regular	E-Class	C-initial	-ել		
3197	քերուիլ	4	խօսիլ	քեր	Regular	Passive	C-initial	-իլ		
3198	քեքրտալ	6	կարդալ	քեքրտ	Regular	A-Class	C-initial	-ալ		
3199	քէննալ	20	նիհարնալ	քէն	Regular	Inchoative	C-initial	-նալ		
3200	քթթել	2	քաղել	քթթ	Regular	E-Class	C-initial	-ել		
3201	քիչնալ	20	նիհարնալ	քիչ	Regular	Inchoative	C-initial	-նալ		
3202	քիչցնել	10	մօտեցնել	քիչ	Regular	Causative	C-initial	-ցնել		
3203	քծնիլ	4	խօսիլ	քծն	Regular	I-Class	C-initial	-իլ		
3204	քմծիծաղիլ	4	խօսիլ	քմծիծաղ	Regular	I-Class	C-initial	-իլ		
3205	քնանալ	20	նիհարնալ	քն	Regular	Inchoative	C-initial	-նալ		
3206	քնացնել	10	մօտեցնել	քնա	Regular	Causative	C-initial	-ցնել		
3207	քննադատել	2	քաղել	քննադատ	Regular	E-Class	C-initial	-ել		
3208	քննարկել	2	քաղել	քննարկ	Regular	E-Class	C-initial	-ել		
3209	քննել	2	քաղել	քնն	Regular	E-Class	C-initial	-ել		
3210	քննուիլ	4	խօսիլ	քնն	Regular	Passive	C-initial	-իլ		
3211	քշել	2	քաղել	քշ	Regular	E-Class	C-initial	-ել		
3212	քշուիլ	4	խօսիլ	քշ	Regular	Passive	C-initial	-իլ		
3213	քողազերծել	2	քաղել	քողազերծ	Regular	E-Class	C-initial	-ել		
3214	քողարկել	2	քաղել	քողարկ	Regular	E-Class	C-initial	-ել		
3215	քորել	2	քաղել	քոր	Regular	E-Class	C-initial	-ել		
3216	քուէարկել	2	քաղել	քուէարկ	Regular	E-Class	C-initial	-ել		
3217	քունել	2	քաղել	քուն	Regular	E-Class	C-initial	-ել		
3218	քչփորել	2	քաղել	քչփոր	Regular	E-Class	C-initial	-ել		
3219	քսել	2	քաղել	քս	Regular	E-Class	C-initial	-ել		
3220	քսուիլ	4	խօսիլ	քս	Regular	Passive	C-initial	-իլ		
3221	քստմնիլ	4	խօսիլ	քստմն	Regular	I-Class	C-initial	-իլ		
3222	քրթմնջել	2	քաղել	քրթմնջ	Regular	E-Class	C-initial	-ել		
3223	քրիստոնէանալ	20	նիհարնալ	քրիստոնէ	Regular	Inchoative	C-initial	-նալ		
3224	քրիստոնէացնել	10	մօտեցնել	քրիստոնէա	Regular	Causative	C-initial	-ցնել		
3225	քրտնեցնել	10	մօտեցնել	քրտնե	Regular	Causative	C-initial	-ցնել		
